Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDY59,OUT010,57.47656342544775
DRI49,OUT049,106.81421842682495
FDT28,OUT019,73.76560735827923
FDQ22,OUT018,94.18961897533991
FDR60,OUT049,107.10365490359796
FDC50,OUT019,73.97746473939866
FDV24,OUT013,98.98586004442022
DRF48,OUT010,56.97913834811746
FDQ47,OUT046,102.86458861906578
DRN36,OUT049,102.99194216976169
NCY06,OUT035,97.01634386345651
FDE52,OUT035,104.49236014210683
NCB54,OUT045,98.78230596835878
NCF31,OUT035,97.40542530409691
FDJ08,OUT027,107.13479371817061
NCC07,OUT017,95.83465229853135
NCD19,OUT027,105.83917111575606
FDL46,OUT049,97.4165170504821
FDM20,OUT045,95.97853627813817
NCI06,OUT010,58.333314382863804
DRM11,OUT035,103.06239772470805
NCH07,OUT018,94.87261191143774
FDS23,OUT013,98.15336911456691
FDO49,OUT018,93.05018536300864
FDS35,OUT049,105.79416377208943
DRK39,OUT045,102.60182154030164
DRI39,OUT049,109.77670183332515
FDV04,OUT017,103.04087126582351
NCN14,OUT035,106.65152561803299
FDH08,OUT013,101.8097739710977
FDS20,OUT046,98.3844831066636
FDV40,OUT049,99.32106438966854
FDZ48,OUT010,76.00464561969613
FDS24,OUT027,103.1489679548677
FDK44,OUT049,103.59173989581771
FDS48,OUT045,95.10729462456257
FDK26,OUT010,56.083306622755885
FDD23,OUT045,111.91059282822405
NCH54,OUT017,90.9980758259458
NCP14,OUT010,73.81287147366984
FDM60,OUT010,61.49774896110765
FDV24,OUT017,104.51075461775055
FDH08,OUT018,98.51446280728103
FDS12,OUT027,110.03928091232714
FDR39,OUT027,106.03345306580518
FDP12,OUT027,104.62267473072545
DRF60,OUT027,110.86780909283584
FDC09,OUT035,105.41252303076413
FDF50,OUT018,98.6184907048916
FDG28,OUT035,104.5101168001498
NCE19,OUT017,102.86416650492968
NCM53,OUT010,74.82840746262984
NCN18,OUT049,106.30263812202983
FDF32,OUT035,102.7636454214587
FDF11,OUT013,113.69120603262384
DRI59,OUT049,105.42082752211746
NCG54,OUT035,92.10931743753628
FDM44,OUT046,99.15632590506958
FDT57,OUT018,93.46775898031724
FDV24,OUT046,104.9792742121746
FDI50,OUT019,58.003367466891675
FDS09,OUT035,98.7796830263357
NCC31,OUT027,105.83917111575606
FDQ07,OUT019,73.19773781124617
FDC22,OUT017,108.16386065534215
FDZ56,OUT046,102.30972538512164
FDZ40,OUT019,57.07309360846427
FDS46,OUT027,101.64488907967709
DRD24,OUT045,101.06092995217048
FDV45,OUT017,94.88961594222661
FDL26,OUT045,89.94476571051148
FDA56,OUT018,103.01408515314247
FDN27,OUT046,97.51961630454979
FDM20,OUT049,98.7477956429702
FDO16,OUT017,94.79830155842804
FDL03,OUT035,96.09153712403881
FDE58,OUT046,103.89915426583377
FDI02,OUT027,115.30764349458748
NCC55,OUT019,74.93938301281536
FDR03,OUT018,93.54347505792825
FDB14,OUT017,110.75562653294126
FDR45,OUT013,96.83244089283048
NCN07,OUT017,97.75804148797285
FDM51,OUT019,57.190602128236655
FDT52,OUT027,102.79052023571533
FDL26,OUT046,91.95704009448562
NCZ42,OUT046,97.9815803367512
DRI47,OUT019,58.565444409927565
FDW40,OUT013,97.33289228962485
FDN34,OUT046,98.59063656673095
FDS01,OUT035,96.51128586007648
NCG55,OUT045,96.40153185968012
FDC11,OUT035,113.83775945982775
FDX35,OUT018,84.59984703794684
NCB06,OUT046,100.20833485551073
FDR09,OUT019,72.58032222828822
FDC53,OUT017,102.94978057667254
FDY45,OUT013,100.22990274107221
FDA22,OUT010,82.42650073844338
FDE02,OUT035,109.5813684005311
FDW21,OUT045,96.06152447772332
FDV34,OUT046,99.29029220132304
FDS59,OUT049,99.00510198239373
NCW17,OUT017,96.83814900426823
NCK54,OUT046,101.08815812476098
FDG17,OUT019,59.27147201343925
FDG35,OUT017,109.62013441685005
FDD08,OUT010,57.24525719306023
NCO07,OUT017,96.82962856656002
FDJ10,OUT010,72.05037718631813
FDW36,OUT017,96.9066826994543
FDW21,OUT010,55.65574050112821
FDY19,OUT017,98.59688510430314
DRE03,OUT013,106.66008115996188
NCC55,OUT049,99.39246869652834
FDH52,OUT010,50.805781683335006
FDO09,OUT017,99.84315685478738
FDU43,OUT045,96.13277011470646
FDX09,OUT010,74.14439000591456
FDH40,OUT019,75.4461157869495
FDW58,OUT017,96.19522462938131
FDC47,OUT017,107.91381811846387
NCR41,OUT035,99.45151153606577
DRG49,OUT035,101.31841264305095
FDC52,OUT027,114.34721108244386
FDY13,OUT046,102.6888038626131
FDY35,OUT013,98.68936046094292
FDI35,OUT017,107.05380263758492
NCU18,OUT049,97.57784177513193
FDY33,OUT018,94.31249038049441
FDC15,OUT027,117.04446748338603
FDU01,OUT049,98.71090558444067
NCU42,OUT046,97.9815803367512
NCV29,OUT018,98.91120437816774
NCY30,OUT017,94.79818183977402
FDQ46,OUT049,101.6276458962123
FDG58,OUT027,114.30402345327568
FDK33,OUT017,93.92733017625002
NCD07,OUT045,96.56772576707635
NCX29,OUT027,114.47694075601781
NCT42,OUT013,100.43872759440161
DRN59,OUT035,103.27714550986573
FDI44,OUT035,108.12696982339205
FDA45,OUT049,108.52706976683315
FDP31,OUT045,102.22301094657529
FDY01,OUT046,105.9264580500803
FDT09,OUT018,93.34482269562886
DRH03,OUT027,113.52390219726853
FDA36,OUT018,102.83529843608368
NCF31,OUT017,95.66970708626651
FDG14,OUT049,106.59618148287831
FDG28,OUT027,112.8161168535051
FDU14,OUT049,97.36038072927174
FDY47,OUT019,74.99699456574878
FDI56,OUT049,106.3564526165859
DRD01,OUT013,107.31027199361046
FDM22,OUT046,98.59063656673095
FDH33,OUT013,102.55997512278488
DRZ24,OUT013,97.81519891317504
NCQ38,OUT046,98.74275277609904
FDO16,OUT027,103.96350347284181
FDU07,OUT027,102.06335479618754
NCB07,OUT013,102.42453960000626
FDU48,OUT045,96.08609375396168
NCM43,OUT045,98.32668940498193
FDR31,OUT010,67.24938259734772
DRK49,OUT018,103.0752727770455
NCI30,OUT010,74.81678912898509
DRD60,OUT017,101.5367263695309
NCG19,OUT046,102.78947498364924
FDH12,OUT035,108.02968762529923
FDM32,OUT035,96.94034071382103
FDM27,OUT035,102.00534569848406
NCU53,OUT027,109.8554099043095
NCQ18,OUT046,103.63196283998975
FDS10,OUT013,96.83244089283048
FDB33,OUT027,112.67186492375015
FDI12,OUT013,102.10514925745436
NCW42,OUT013,100.43872759440161
NCC06,OUT018,96.95241654257104
FDW02,OUT017,96.40232632449252
NCD43,OUT017,95.66970708626651
FDM57,OUT018,90.77643442856045
FDA58,OUT017,107.91381811846387
FDK56,OUT046,102.55625297473202
FDP52,OUT045,96.34799592208098
FDW20,OUT018,93.70146155109165
FDS52,OUT049,97.2068710964964
NCT29,OUT018,98.91120437816774
NCL54,OUT013,96.87009740833442
FDC05,OUT045,111.05504769771213
FDF34,OUT035,102.7015252796293
FDP03,OUT027,102.84823866831113
FDD32,OUT010,57.80715786208583
FDZ10,OUT045,97.83096423614761
FDZ40,OUT035,99.7213865571222
FDD51,OUT018,100.26967439167767
NCY30,OUT019,55.39085445540384
FDP58,OUT017,100.27246494680503
FDV49,OUT017,95.88692516821779
FDY24,OUT019,77.41010174501824
NCO55,OUT017,105.2838864801388
FDR13,OUT017,96.15916251819303
FDS51,OUT017,92.8187887998779
FDP26,OUT045,102.64405138350183
NCB54,OUT027,106.65016163711076
FDF32,OUT017,100.61524421765465
FDN31,OUT018,86.52281376451697
DRM48,OUT017,106.21055718300066
FDN20,OUT049,98.7477956429702
DRL01,OUT046,102.56652417477076
FDV56,OUT049,100.166122183511
DRH13,OUT027,110.86780909283584
FDA03,OUT017,103.6143755197857
FDF47,OUT027,120.4310949122919
FDX32,OUT046,105.37373419818749
FDX57,OUT049,101.49195971444152
NCA30,OUT045,102.233252299533
FDO49,OUT013,96.58612659026612
FDL04,OUT019,71.78552457856654
DRM48,OUT035,106.21716053167728
FDR16,OUT013,96.33027134404591
NCC19,OUT018,94.77962696764702
NCE42,OUT045,96.40153185968012
FDY24,OUT017,105.85505075297765
FDH19,OUT049,101.90720780154656
FDJ46,OUT013,97.76902211934035
FDN45,OUT010,71.96229036143102
FDY08,OUT035,105.70294583596217
FDZ37,OUT035,100.35160330125693
NCT30,OUT045,94.16857657843532
DRY23,OUT018,98.70087818880836
NCZ30,OUT018,98.47641172196509
FDC44,OUT018,100.8489918662639
FDB45,OUT035,104.12170658203193
FDY04,OUT013,99.39818665571202
FDM27,OUT046,101.61198565268325
FDZ43,OUT017,98.76593312427654
FDT39,OUT019,56.28245492825144
NCC06,OUT019,56.0102110359861
FDL15,OUT027,102.99060765752002
FDL57,OUT017,94.87109454873828
FDU08,OUT046,97.88621606565333
FDK40,OUT017,95.05964632501836
FDQ12,OUT010,56.78389442476588
FDS48,OUT017,94.050845008061
FDP09,OUT045,94.31484802387858
FDW21,OUT049,98.88121550058779
FDY25,OUT035,100.3946616625927
DRE13,OUT017,101.5367263695309
FDV43,OUT019,74.41479303230626
FDD22,OUT045,108.30187403499528
FDM46,OUT019,71.90166578076544
NCO30,OUT010,53.827882454185804
FDM25,OUT046,100.670722090581
NCN41,OUT049,102.22191182809212
FDU24,OUT045,105.9793992317349
FDZ50,OUT046,97.69406152779531
FDP45,OUT013,97.00219069596174
NCM54,OUT045,98.14002769201011
FDW10,OUT019,73.30925551927913
FDP20,OUT017,94.65156516778323
FDK32,OUT046,99.9196107740087
FDN52,OUT049,103.16771480515678
FDM58,OUT045,91.87096826705674
FDZ46,OUT027,106.55911443463667
NCA18,OUT018,96.58301886757093
FDD35,OUT046,114.31514796176478
NCK31,OUT035,99.4247230334575
FDI40,OUT027,112.92843079426702
FDT50,OUT019,74.52888526621895
NCT06,OUT046,97.9815803367512
FDT31,OUT035,95.9292156922452
FDT45,OUT049,96.47030003791487
FDT13,OUT045,95.36278304801014
FDO50,OUT045,96.41214899540361
NCU18,OUT010,73.5733424166579
NCR54,OUT049,104.49469675669131
NCO18,OUT018,98.3874368431784
FDU09,OUT045,94.59666786334755
FDT13,OUT018,93.16111649085771
FDE09,OUT046,105.94146920395492
NCK53,OUT019,56.092674707690996
FDG45,OUT049,108.95612895466498
DRH15,OUT035,109.10043709555917
FDO21,OUT019,56.338936810715836
FDD14,OUT027,116.46085806328485
FDC09,OUT046,107.82019869822577
FDH45,OUT027,113.39764801803916
FDV32,OUT046,103.70568565410899
FDG12,OUT035,104.64651184531611
FDS32,OUT013,95.60562138403925
NCL55,OUT018,99.54543480601178
DRE01,OUT035,107.13159025490589
DRE15,OUT049,106.91317458335534
NCL42,OUT045,98.40046553338611
FDP31,OUT013,94.79377517779152
FDN33,OUT018,90.95527455220895
FDZ59,OUT046,105.85538961529265
FDE45,OUT010,56.97101056276725
FDJ07,OUT013,97.60203419689363
FDQ45,OUT018,93.62117470652646
FDM33,OUT027,106.37480572352004
FDO15,OUT010,55.2513764983361
FDM46,OUT013,96.85182990419594
FDR03,OUT045,95.07176038524976
FDY49,OUT018,95.67652667180391
FDQ60,OUT045,105.38795673339918
FDW10,OUT049,103.08455812769134
FDO51,OUT049,97.61430066020617
FDJ40,OUT018,93.19999890248883
FDS20,OUT018,92.70005450220256
FDU45,OUT013,96.80343847670007
FDV02,OUT035,97.371734752619
FDN09,OUT046,97.81959488539921
NCM55,OUT027,110.48170065775764
FDN23,OUT018,90.49495314350466
FDY31,OUT010,47.32404129338951
FDW03,OUT010,55.746366891517525
FDD14,OUT046,110.42835955153639
FDV23,OUT017,104.7721145319083
DRI03,OUT045,103.02997598735507
FDN13,OUT035,103.91967801595003
FDF45,OUT027,111.9910905381053
FDU46,OUT035,96.0407383076706
FDB57,OUT049,107.3763291383736
FDV12,OUT049,100.19191512011272
FDQ58,OUT013,97.37027640852362
NCA18,OUT017,95.76510730643487
FDH52,OUT049,105.12443612697761
FDM24,OUT018,82.88306621659336
NCP43,OUT027,109.63411326311488
NCO18,OUT019,55.303851016383106
FDM32,OUT017,94.91250962677783
NCL07,OUT017,97.96650784541067
FDK03,OUT013,91.28694960877883
FDP59,OUT017,95.97736122031654
FDQ24,OUT049,93.04547558363835
FDQ16,OUT018,93.0555358713904
FDU44,OUT013,95.8824117946445
FDH28,OUT010,72.46235320405349
FDV28,OUT019,74.50302915728938
FDM22,OUT045,95.32059858084862
FDR56,OUT046,104.18115114621747
FDV39,OUT049,98.03208022532438
FDU37,OUT019,74.38945436975257
FDQ11,OUT010,55.58341739495133
FDX02,OUT045,98.28334207738982
NCS42,OUT018,98.47641172196509
FDY57,OUT027,109.13716857698607
FDB21,OUT049,111.4504543388611
FDE28,OUT017,109.2113629830161
FDQ55,OUT017,95.69387505827532
FDA48,OUT049,112.02920039428373
FDZ19,OUT045,105.18715169074146
NCC43,OUT045,102.82096990617552
NCV18,OUT046,103.63196283998975
NCA42,OUT018,96.95241654257104
FDY45,OUT046,101.340228723139
NCC30,OUT045,96.56772576707635
FDM57,OUT013,95.5609762843707
FDL09,OUT010,71.43166839861239
FDB09,OUT027,112.67186492375015
FDT44,OUT035,104.06469935361612
NCT06,OUT027,108.78982497625951
FDX26,OUT049,106.52662701575242
FDK32,OUT013,96.64650722624572
DRA12,OUT046,104.93514936960375
FDO46,OUT010,55.16554080473938
FDE52,OUT013,104.22988435891953
NCH42,OUT045,96.40153185968012
FDV08,OUT035,97.53987537212942
FDB47,OUT018,97.56137879690755
FDC28,OUT010,74.22626329248898
FDD22,OUT046,108.26757838172169
FDS07,OUT027,107.85256981240842
DRI13,OUT045,100.19783760599663
FDG32,OUT018,98.180880957571
FDU14,OUT017,93.64108184615155
FDD28,OUT019,74.50294198670575
NCP41,OUT017,97.46514748561637
FDS08,OUT049,97.979101134379
FDX47,OUT045,99.66652109210415
FDC53,OUT019,58.61344347537231
FDQ19,OUT035,97.56314193691173
FDL14,OUT045,97.44488325212063
FDM33,OUT019,71.90166578076544
FDA51,OUT045,111.42724408536063
FDZ27,OUT018,96.62903161830205
FDT04,OUT046,103.54180944526652
DRC13,OUT049,106.09015579997119
FDR16,OUT027,107.90292916346853
FDQ03,OUT027,102.97155756451802
FDE38,OUT035,103.87118111295393
DRH23,OUT027,114.42497520194497
FDT11,OUT019,57.39659105296306
FDD09,OUT035,104.72054711475904
FDR40,OUT045,95.92386803459812
FDX07,OUT017,98.12297795257837
FDR07,OUT035,96.60242147296931
FDA51,OUT017,110.77952185726764
FDT59,OUT019,55.781179639613136
FDF20,OUT017,100.61524421765465
FDR13,OUT045,97.03093679003784
FDY26,OUT049,102.86982201343477
FDW04,OUT017,96.27657494409885
FDK52,OUT017,92.50995211979581
FDN60,OUT049,105.18812798539933
FDM09,OUT019,72.66074356199583
FDP46,OUT049,92.07310814405535
FDB50,OUT019,73.94672633628205
NCQ29,OUT049,107.2720333067201
FDP16,OUT027,103.84726730901922
FDX33,OUT018,94.30349912474632
FDP07,OUT010,72.26291394781136
FDN22,OUT046,100.43277808880966
FDF39,OUT049,106.27883338507215
FDS21,OUT017,94.37490656203632
NCM42,OUT013,102.19676654536147
FDK50,OUT019,56.54962779517784
DRF13,OUT027,110.86780909283584
FDH35,OUT018,108.57040949669121
FDP60,OUT018,93.38670370232316
DRJ49,OUT027,110.86780909283584
NCT42,OUT019,55.35493353297692
FDE38,OUT049,105.80654229147162
FDI04,OUT049,97.73451312112472
NCH54,OUT045,89.88628618048274
FDT56,OUT049,104.53444032371893
DRD15,OUT018,103.99076395985136
FDV58,OUT013,98.78515751634295
FDP21,OUT049,97.91456754179937
FDH05,OUT013,101.49388751169222
FDR10,OUT027,102.39371590233614
NCP06,OUT045,96.48553127332794
FDF33,OUT049,103.33522948888185
DRK37,OUT013,105.39151637537206
DRH49,OUT045,100.19783760599663
FDT58,OUT013,98.06175751452939
FDD41,OUT018,99.29768073659491
FDP40,OUT018,92.3233665552688
FDM51,OUT027,103.13154425154241
FDO45,OUT010,55.16554080473938
FDW33,OUT010,74.14439000591456
FDY24,OUT045,106.78517914833472
FDB10,OUT010,74.53966595577344
FDM40,OUT035,102.94815840443536
NCI06,OUT017,95.66970708626651
FDW12,OUT019,59.75752509097308
FDX48,OUT027,106.09884016619974
NCW05,OUT027,114.47694075601781
FDX27,OUT017,104.494686904787
DRM37,OUT045,105.78033255325772
FDA38,OUT045,103.38382436836022
FDR36,OUT046,106.3987031118477
FDZ45,OUT046,100.74701602238827
FDG05,OUT017,108.57017065504942
FDK28,OUT013,97.07717994234264
FDV47,OUT045,96.94225828428033
FDN21,OUT045,92.04942429953715
FDP20,OUT027,103.12632575479815
FDI35,OUT045,107.00115460150346
DRY23,OUT013,102.71934539234672
FDA56,OUT017,102.19455670518302
FDB09,OUT013,105.65857097343068
NCO26,OUT027,109.08437013052324
FDQ49,OUT018,92.78328460503506
FDI52,OUT027,109.5822428832721
FDZ44,OUT027,107.49348260484578
FDZ09,OUT018,95.18229029702809
FDY03,OUT049,98.38035547157989
NCG42,OUT017,95.66970708626651
DRI13,OUT027,110.86780909283584
FDQ32,OUT013,96.48287580546337
FDW16,OUT035,98.29790689800386
FDU27,OUT046,102.83612962635824
FDR28,OUT010,55.648609564118054
FDQ49,OUT010,55.4859277439592
FDS37,OUT046,98.19083928280189
FDW26,OUT018,91.73274676838346
FDX12,OUT018,94.61434090378823
NCP06,OUT013,100.92922274777213
FDW45,OUT010,55.15443440370434
NCN30,OUT049,99.71958350127103
FDN24,OUT049,105.18812798539933
NCL41,OUT027,110.24882348666243
FDR02,OUT019,56.14497197984564
FDD09,OUT010,57.24525719306023
FDS33,OUT010,72.56313111118563
FDU22,OUT045,102.38041127163082
FDI53,OUT013,98.33920310926646
DRH01,OUT049,106.81421842682495
FDX32,OUT013,98.07475699176447
NCP30,OUT018,98.48616497746272
FDB60,OUT045,103.38382436836022
FDB14,OUT049,112.39088865160399
NCP02,OUT035,97.49029047887883
FDJ10,OUT017,100.91442692472079
FDG34,OUT046,104.9727063225602
NCB18,OUT017,95.83465229853135
FDM16,OUT049,99.6621535903124
FDW25,OUT018,93.7764160935838
FDB35,OUT010,81.51853288564274
DRN11,OUT013,103.54196437857796
FDF41,OUT019,73.79840168208256
FDH16,OUT045,100.82229228334583
NCQ50,OUT018,98.47641172196509
DRH23,OUT018,99.37868775479734
DRJ37,OUT013,105.83119977270647
DRJ24,OUT027,113.56604661908082
FDY16,OUT035,105.3833525066535
FDQ27,OUT045,94.92462199909457
FDZ33,OUT045,103.11362067036333
FDF29,OUT045,103.1658354744779
FDA08,OUT049,107.15309475391491
FDG31,OUT046,103.35062953538603
FDE34,OUT019,73.82750712822838
NCR30,OUT027,108.78982497625951
FDV33,OUT035,97.07134297035017
DRZ24,OUT018,93.94046184362452
NCL54,OUT035,100.76450175985555
FDR12,OUT049,99.76351009376938
NCC54,OUT046,105.66930304724444
DRN59,OUT013,104.80166253857054
FDX50,OUT019,74.21147631351792
FDV31,OUT027,107.12827691543646
NCA29,OUT027,105.77066767369281
FDW60,OUT049,101.28163126776971
FDX08,OUT017,98.71007576096264
DRD49,OUT013,104.04080974867286
FDD33,OUT046,110.28305279570198
FDW35,OUT013,97.9299712633522
FDJ36,OUT017,103.75107089844855
FDV51,OUT035,96.23759423800648
FDW36,OUT046,101.14861649287616
FDH35,OUT046,111.15546376196178
NCS30,OUT027,113.48942503910254
FDN49,OUT017,101.97885689132522
FDL08,OUT018,93.41264266939952
FDI09,OUT013,101.50562798096563
FDP19,OUT018,91.5660677006975
FDU21,OUT010,73.1140971329216
NCP41,OUT045,98.90751116919768
FDY10,OUT013,100.22990274107221
FDP12,OUT018,93.05018536300864
NCN26,OUT049,99.71958350127103
FDK44,OUT013,96.47569363435497
FDC28,OUT049,106.22593146667705
FDJ41,OUT027,104.54046654733916
NCT29,OUT035,99.45151153606577
NCH42,OUT019,55.84155852358452
FDU60,OUT018,93.16420706073609
FDS02,OUT045,104.4080239814374
FDC51,OUT046,108.75829710129628
FDU03,OUT013,97.2504208915162
FDX39,OUT045,98.26684553157003
NCY05,OUT010,73.71261466238455
NCL06,OUT027,101.15037540776633
FDD32,OUT035,106.01871688027941
NCN41,OUT045,101.0681344625538
NCX53,OUT049,100.02695958614528
FDU57,OUT019,74.73243137020071
FDQ23,OUT046,99.2469580784554
FDQ52,OUT045,103.48534127566289
FDC14,OUT045,104.66558017177383
FDY09,OUT035,99.07592410463275
FDQ28,OUT045,96.30673217294583
FDV25,OUT046,100.08467664625962
FDJ07,OUT035,95.56960673307978
DRB25,OUT049,104.50304771305426
FDK52,OUT019,71.78552457856654
FDY52,OUT027,106.99371359480479
FDB28,OUT046,110.44338397935496
FDT36,OUT035,105.5488222501776
FDV25,OUT017,95.88692516821779
NCN07,OUT027,110.48170065775764
FDC57,OUT017,104.13834201362884
FDQ03,OUT018,93.89023106740444
FDU23,OUT017,94.38609901715633
NCX41,OUT035,99.45151153606577
NCD06,OUT035,103.18626376918277
FDW08,OUT045,103.83151957085082
NCU29,OUT017,96.83814900426823
NCE06,OUT013,99.64013433824717
FDV52,OUT010,73.2516622957452
FDB02,OUT017,103.83030577844197
NCR18,OUT045,95.86477071365151
FDK16,OUT049,103.40779565444606
NCQ29,OUT010,73.66502279555583
FDZ01,OUT019,57.97785915863915
FDW27,OUT035,103.05723586799489
FDD17,OUT018,103.23182933792019
FDW39,OUT013,98.72651053495744
DRH59,OUT045,102.46630736125454
FDS52,OUT013,95.49718951792505
FDU40,OUT027,102.3554970335426
NCF54,OUT013,100.36776852427619
FDH46,OUT045,100.59328306821808
NCP14,OUT049,104.5050400804332
FDH50,OUT049,110.96886883503126
DRF15,OUT010,58.845336830159965
FDV27,OUT027,103.13053133117853
NCJ06,OUT049,101.50426153171274
FDN02,OUT018,88.43725844127374
FDQ51,OUT049,97.7189974175595
FDQ07,OUT017,101.15631110003774
FDS45,OUT049,97.08491739335
NCJ06,OUT045,98.44937343350449
FDD36,OUT035,105.0196067787583
FDY25,OUT045,99.46543102312941
FDU52,OUT046,98.61336882007626
DRK47,OUT017,101.30027188288665
NCL30,OUT017,97.15229116925042
FDN22,OUT035,100.87969653719746
NCF30,OUT027,108.90855859528668
FDK03,OUT035,91.58974651175956
FDT45,OUT017,93.076927504805
NCC54,OUT027,110.20167451213136
FDP08,OUT018,90.20684391372993
FDU44,OUT046,99.24921653635667
DRG39,OUT035,104.06171451619453
FDU32,OUT049,97.80354309613986
FDY27,OUT049,102.31161547848674
NCP54,OUT013,100.43872759440161
NCZ41,OUT049,100.02695958614528
DRL49,OUT013,105.39151637537206
FDI05,OUT018,96.51434952049864
FDY56,OUT045,100.36314468338277
DRC13,OUT013,107.31027199361046
NCV29,OUT017,96.83814900426823
FDR24,OUT049,99.55663352701265
FDZ34,OUT018,104.58366091717184
FDP37,OUT035,103.4606133360757
FDX08,OUT027,106.71458565868248
FDS57,OUT045,102.17827324370121
NCG18,OUT049,99.39351431419352
FDK25,OUT018,91.33710479371881
